1,1,205.75,2.8668,-57.606,31.316,12.573,7.8973,47.636,37.701,92.016,-9.8875,-13.605,1.087,2.8668,2.0963,0.84243,0.50154,-0.019592,0.40911,-8.5028,-1.1371,-0.16827,8.4506,-1.4579,0.83385,-57.606,0.84243,32.832,-7.9638,-2.5534,-2.118,-57.586,-16.018,-41.141,44.885,-4.6507,4.9126,31.316,0.50154,-7.9638,15.359,2.4545,1.0419,-12.997,3.3432,7.1086,4.9218,-5.9106,3.0988,12.573,-0.019592,-2.5534,2.4545,1.5412,0.24726,-3.5888,2.3268,3.9069,6.1335,-2.6845,1.1562,7.8973,0.40911,-2.118,1.0419,0.24726,5.7364,-5.8968,2.1375,2.5215,12.588,-3.4256,1.6122,47.636,-8.5028,-57.586,-12.997,-3.5888,-5.8968,253.91,31.282,81.344,-223.16,47.546,-31.436,37.701,-1.1371,-16.018,3.3432,2.3268,2.1375,31.282,10.884,23.076,-17.624,0.70571,-2.1857,92.016,-0.16827,-41.141,7.1086,3.9069,2.5215,81.344,23.076,60.748,-55.441,6.2509,-7.3491,-9.8875,8.4506,44.885,4.9218,6.1335,12.588,-223.16,-17.624,-55.441,230.59,-49.523,29.547,-13.605,-1.4579,-4.6507,-5.9106,-2.6845,-3.4256,47.546,0.70571,6.2509,-49.523,12.801,-7.1609,1.087,0.83385,4.9126,3.0988,1.1562,1.6122,-31.436,-2.1857,-7.3491,29.547,-7.1609,4.426
1,1,203.17,-7.7711,-34.958,19.923,2.8556,36.558,37.24,34.164,97.259,-18.004,-2.2651,7.5366,-7.7711,0.71995,0.44463,-2.1193,-0.1125,-2.965,-0.92922,-1.6863,-2.9091,1.5011,0.40634,-0.69528,-34.958,0.44463,26.57,-1.8003,-0.78337,8.2576,-53.341,-8.4067,-35.423,48.752,-8.1086,8.0108,19.923,-2.1193,-1.8003,19.194,2.5974,-0.71402,-6.703,-0.1917,1.8901,-11.352,-4.6639,0.85872,2.8556,-0.1125,-0.78337,2.5974,0.99842,-2.6056,-0.73449,-0.27936,0.73035,-1.7798,-0.7407,-0.22068,36.558,-2.965,8.2576,-0.71402,-2.6056,34.384,-4.6076,12.111,9.7587,16.92,-2.6389,8.5058,37.24,-0.92922,-53.341,-6.703,-0.73449,-4.6076,230.67,39.054,73.349,-199.19,35.204,-27.321,34.164,-1.6863,-8.4067,-0.1917,-0.27936,12.111,39.054,13.463,23.055,-27.314,4.6202,-0.95937,97.259,-2.9091,-35.423,1.8901,0.73035,9.7587,73.349,23.055,68.553,-53.056,9.2936,-4.8754,-18.004,1.5011,48.752,-11.352,-1.7798,16.92,-199.19,-27.314,-53.056,199.41,-28.655,27.517,-2.2651,0.40634,-8.1086,-4.6639,-0.7407,-2.6389,35.204,4.6202,9.2936,-28.655,6.5446,-4.8884,7.5366,-0.69528,8.0108,0.85872,-0.22068,8.5058,-27.321,-0.95937,-4.8754,27.517,-4.8884,5.4577
1,1,213.96,11.459,-38.641,-7.3226,8.9014,10.993,6.917,33.325,99.241,20.718,-1.244,8.066,11.459,2.0309,2.9336,0.010169,-0.5858,5.7541,-14.177,-0.27865,0.60922,16.93,-1.803,2.7475,-38.641,2.9336,33.58,-4.058,-6.4654,24.062,-58.145,-14.304,-42.059,68.083,-4.9811,8.5207,-7.3226,0.010169,-4.058,29.352,2.6986,-15.997,-10.871,-4.953,-10.242,-20.847,-7.2224,-2.6197,8.9014,-0.5858,-6.4654,2.6986,2.886,-6.6681,15.308,3.7925,7.1581,-18.819,0.78261,-2.3513,10.993,5.7541,24.062,-15.997,-6.6681,41.746,-68.456,-7.7431,-11.286,97.537,-4.1158,13.675,6.917,-14.177,-58.145,-10.871,15.308,-68.456,205.84,35.332,58.71,-215.82,25.859,-29.665,33.325,-0.27865,-14.304,-4.953,3.7925,-7.7431,35.332,11.647,24.774,-30.411,4.6463,-3.2449,99.241,0.60922,-42.059,-10.242,7.1581,-11.286,58.71,24.774,74.323,-47.317,7.2385,-4.2196,20.718,16.93,68.083,-20.847,-18.819,97.537,-215.82,-30.411,-47.317,268.27,-20.544,37.023,-1.244,-1.803,-4.9811,-7.2224,0.78261,-4.1158,25.859,4.6463,7.2385,-20.544,4.77,-2.9014,8.066,2.7475,8.5207,-2.6197,-2.3513,13.675,-29.665,-3.2449,-4.2196,37.023,-2.9014,5.3454
1,1,206.14,1.1175,-64.799,27.579,12.563,7.6781,34.669,45.452,90.038,-25.504,-12.955,1.4939,1.1175,0.76747,1.484,1.7793,0.12358,1.3269,-8.0559,-1.3081,-1.5541,7.0932,-1.5369,1.467,-64.799,1.484,41.17,-5.8259,-4.4662,10.563,-54.918,-19.514,-41.714,55.563,-4.7044,8.6354,27.579,1.7793,-5.8259,15.432,1.4406,4.6322,-13.274,1.0537,7.474,0.31234,-4.093,2.5567,12.563,0.12358,-4.4662,1.4406,1.4609,-2.2365,3.8029,2.9212,6.0592,-2.9464,-0.66579,-0.48222,7.6781,1.3269,10.563,4.6322,-2.2365,26.715,-40.264,0.62074,-1.9518,41.58,-9.382,10.362,34.669,-8.0559,-54.918,-13.274,3.8029,-40.264,227.8,38.21,57.229,-216.77,39.615,-40.772,45.452,-1.3081,-19.514,1.0537,2.9212,0.62074,38.21,17.608,29.283,-30.216,1.7124,-4.3439,90.038,-1.5541,-41.714,7.474,6.0592,-1.9518,57.229,29.283,56.217,-50.32,1.0511,-6.5372,-25.504,7.0932,55.563,0.31234,-2.9464,41.58,-216.77,-30.216,-50.32,230.67,-40.592,41.282,-12.955,-1.5369,-4.7044,-4.093,-0.66579,-9.382,39.615,1.7124,1.0511,-40.592,9.2377,-8.139,1.4939,1.467,8.6354,2.5567,-0.48222,10.362,-40.772,-4.3439,-6.5372,41.282,-8.139,8.1684
1,1,211.66,8.2046,-38.744,28.988,7.508,6.0212,-17.105,46.982,72.208,23.922,-29.472,10.177,8.2046,1.7907,-0.44149,1.223,0.29568,-0.38564,-3.0305,1.0912,2.2177,3.0988,-1.1565,0.12551,-38.744,-0.44149,28.887,12.044,-1.3645,5.2614,-42.093,-19.263,-35.504,32.858,-4.0526,5.03,28.988,1.223,12.044,33.547,2.2044,5.3756,-45.046,-4.7856,-11.382,29.29,-12.958,8.2396,7.508,0.29568,-1.3645,2.2044,0.77563,0.19746,-2.524,1.6331,1.9685,2.6235,-1.8608,0.75952,6.0212,-0.38564,5.2614,5.3756,0.19746,13.738,-30.575,0.84067,-8.0631,34.344,-11.999,8.9275,-17.105,-3.0305,-42.093,-45.046,-2.524,-30.575,228.11,34.121,59.567,-225.07,55.532,-35.773,46.982,1.0912,-19.263,-4.7856,1.6331,0.84067,34.121,20.928,29.204,-26.16,-0.63078,-1.4271,72.208,2.2177,-35.504,-11.382,1.9685,-8.0631,59.567,29.204,53.266,-50.005,5.101,-7.2087,23.922,3.0988,32.858,29.29,2.6235,34.344,-225.07,-26.16,-50.005,240.41,-59.114,36.988,-29.472,-1.1565,-4.0526,-12.958,-1.8608,-11.999,55.532,-0.63078,5.101,-59.114,19.261,-11.631,10.177,0.12551,5.03,8.2396,0.75952,8.9275,-35.773,-1.4271,-7.2087,36.988,-11.631,7.7991
1,1,232.98,-5.5701,-39.856,29.79,14.306,-1.2275,7.3372,37.226,105.68,15.866,-19.961,4.5108,-5.5701,2.2456,4.2984,-0.26968,-0.64762,-0.21239,-6.1743,-2.6618,-4.9308,0.93121,0.13325,0.42811,-39.856,4.2984,36.733,-3.1948,-0.45391,5.3644,-44.671,-13.329,-38.098,39.714,-9.5275,5.7774,29.79,-0.26968,-3.1948,12.303,1.7175,-1.2387,-14.936,2.4562,3.5195,12.015,-6.3679,3.498,14.306,-0.64762,-0.45391,1.7175,1.8193,-0.085503,-1.2738,2.881,5.8328,5.8204,-2.9054,0.64109,-1.2275,-0.21239,5.3644,-1.2387,-0.085503,22.138,-31.732,-1.2992,-9.2994,43.109,-12.658,8.8158,7.3372,-6.1743,-44.671,-14.936,-1.2738,-31.732,258.46,36.812,81.866,-245.39,67.06,-41.32,37.226,-2.6618,-13.329,2.4562,2.881,-1.2992,36.812,13.045,28.516,-24.983,3.8812,-3.9158,105.68,-4.9308,-38.098,3.5195,5.8328,-9.2994,81.866,28.516,81.98,-63.078,11.59,-11.141,15.866,0.93121,39.714,12.015,5.8204,43.109,-245.39,-24.983,-63.078,265.18,-74.405,43.335,-19.961,0.13325,-9.5275,-6.3679,-2.9054,-12.658,67.06,3.8812,11.59,-74.405,22.845,-12.597,4.5108,0.42811,5.7774,3.498,0.64109,8.8158,-41.32,-3.9158,-11.141,43.335,-12.597,7.9209
1,1,203.2,15.471,-86.408,34.591,12.443,7.1894,46.235,42.331,105.76,-7.7243,-13.216,4.6262,15.471,10.141,-16.272,4.2474,1.3949,2.011,-16.47,2.3761,5.9939,16.008,-5.8514,3.1895,-86.408,-16.272,71.271,-14.379,-5.4698,-0.37029,-55.014,-21.644,-64.116,37.044,-3.0736,3.081,34.591,4.2474,-14.379,13.537,2.558,0.81183,-1.8466,5.3273,12.831,-2.1818,-4.7118,2.0105,12.443,1.3949,-5.4698,2.558,1.4152,0.093287,4.4617,3.3428,6.7058,-1.8445,-1.1048,0.10328,7.1894,2.011,-0.37029,0.81183,0.093287,11.902,-20.549,1.894,-0.41377,31.327,-10.709,5.8586,46.235,-16.47,-55.014,-1.8466,4.4617,-20.549,286.76,33.344,97.195,-250.24,62.782,-39.226,42.331,2.3761,-21.644,5.3273,3.3428,1.894,33.344,12.761,29.293,-18.544,0.94845,-1.8358,105.76,5.9939,-64.116,12.831,6.7058,-0.41377,97.195,29.293,81.768,-63.797,9.4692,-7.8312,-7.7243,16.008,37.044,-2.1818,-1.8445,31.327,-250.24,-18.544,-63.797,258.1,-66.876,39.451,-13.216,-5.8514,-3.0736,-4.7118,-1.1048,-10.709,62.782,0.94845,9.4692,-66.876,20.935,-11.477,4.6262,3.1895,3.081,2.0105,0.10328,5.8586,-39.226,-1.8358,-7.8312,39.451,-11.477,6.7471
1,2,235.77,-2.5663,33.28,-29.68,31.842,-141.12,45.676,14.092,-10.31,-22.495,-6.3303,-10.717,-2.5663,11.832,19.099,-2.0058,9.3558,18.477,-8.4627,3.3389,4.6523,8.4814,-9.8593,4.3126,33.28,19.099,115.3,-14.834,12.485,109.78,11.464,18.886,-2.1769,-5.2684,-20.68,6.8257,-29.68,-2.0058,-14.834,17.802,-6.424,50.626,-17.359,-4.3116,1.1336,9.3185,-0.23033,1.9642,31.842,9.3558,12.485,-6.424,30.479,-91.749,4.2215,2.2526,5.8333,3.3546,-11.627,0.79094,-141.12,18.477,109.78,50.626,-91.749,904.16,-176.41,17.861,-27.395,135.81,-49.862,49.962,45.676,-8.4627,11.464,-17.359,4.2215,-176.41,331.24,30.797,25.446,-259.65,75.207,-50.998,14.092,3.3389,18.886,-4.3116,2.2526,17.861,30.797,7.5885,1.6796,-20.437,1.4781,-2.2364,-10.31,4.6523,-2.1769,1.1336,5.8333,-27.395,25.446,1.6796,8.9975,-21.915,4.5416,-3.4448,-22.495,8.4814,-5.2684,9.3185,3.3546,135.81,-259.65,-20.437,-21.915,223.12,-65.741,42.668,-6.3303,-9.8593,-20.68,-0.23033,-11.627,-49.862,75.207,1.4781,4.5416,-65.741,27.702,-14.96,-10.717,4.3126,6.8257,1.9642,0.79094,49.962,-50.998,-2.2364,-3.4448,42.668,-14.96,10.124
1,2,300.05,-11.216,54.397,1.5267,19.105,-20.86,57.541,89.164,40.788,-40.549,-27.504,0.25831,-11.216,4.9899,7.2263,0.97859,1.4682,-7.0036,-4.6559,-0.6512,-0.66911,4.2427,-0.57437,1.3678,54.397,7.2263,93.146,-13.657,30.608,-27.672,8.6013,36.747,8.748,20.723,-26.051,9.6942,1.5267,0.97859,-13.657,15.587,-8.1563,-10.021,41.477,2.3837,5.4178,-39.097,14.757,-9.8971,19.105,1.4682,30.608,-8.1563,13.328,-5.1073,-1.3222,11.379,3.2484,12.57,-11.743,4.4686,-20.86,-7.0036,-27.672,-10.021,-5.1073,44.788,-61.917,-17.822,-12.437,37.645,-7.3294,8.0854,57.541,-4.6559,8.6013,41.477,-1.3222,-61.917,284.56,39.798,45.314,-198.99,50.662,-50.821,89.164,-0.6512,36.747,2.3837,11.379,-17.822,39.798,35.994,15.109,-22.418,-8.2722,-1.7725,40.788,-0.66911,8.748,5.4178,3.2484,-12.437,45.314,15.109,12.328,-30.351,3.1736,-6.6919,-40.549,4.2427,20.723,-39.097,12.57,37.645,-198.99,-22.418,-30.351,157.96,-44.906,39.637,-27.504,-0.57437,-26.051,14.757,-11.743,-7.3294,50.662,-8.2722,3.1736,-44.906,21.115,-13.221,0.25831,1.3678,9.6942,-9.8971,4.4686,8.0854,-50.821,-1.7725,-6.6919,39.637,-13.221,10.741
1,2,171.85,8.0142,1.5264,-8.5897,7.9666,45.721,73.016,24.657,-1.4706,-39.006,8.0665,-5.4696,8.0142,10.648,-12.489,-3.4334,6.7623,13.091,-21.334,5.2535,3.9421,15.169,-10.581,7.5452,1.5264,-12.489,177.43,14.216,2.0842,-16.814,-52.216,-1.4373,-3.6865,57.649,-27.468,7.6302,-8.5897,-3.4334,14.216,32.539,-9.2575,-34.169,35.07,-8.1928,-0.22792,-24.373,18.341,-20.844,7.9666,6.7623,2.0842,-9.2575,13.334,22.161,-32.969,4.1415,5.0965,27.128,-19.135,15.67,45.721,13.091,-16.814,-34.169,22.161,130.79,-82.202,16.692,11.45,58.516,-47.944,36.388,73.016,-21.334,-52.216,35.07,-32.969,-82.202,287.61,-3.1629,-12.415,-178.38,106.95,-76.578,24.657,5.2535,-1.4373,-8.1928,4.1415,16.692,-3.1629,7.7868,1.0691,6.2667,-6.1258,4.4366,-1.4706,3.9421,-3.6865,-0.22792,5.0965,11.45,-12.415,1.0691,4.6404,10.967,-6.9279,5.0137,-39.006,15.169,57.649,-24.373,27.128,58.516,-178.38,6.2667,10.967,128.05,-75.031,51.62,8.0665,-10.581,-27.468,18.341,-19.135,-47.944,106.95,-6.1258,-6.9279,-75.031,48.335,-33.569,-5.4696,7.5452,7.6302,-20.844,15.67,36.388,-76.578,4.4366,5.0137,51.62,-33.569,29.472
